,breed,file,xmin,ymin,xmax,ymax,foldername,filename,dog_number,prepfilename,xdelta,ydelta
n02107312_7095,miniature_pinscher,n02107312_7095,0.0,15.0,383.0,332.0,02107312,n02107312_7095,1,n02107312_7095-miniature_pinscher_cr1,383.0,317.0
n02107312_711,miniature_pinscher,n02107312_711,101.0,14.0,499.0,332.0,02107312,n02107312_711,1,n02107312_711-miniature_pinscher_cr1,398.0,318.0
n02107312_7128,miniature_pinscher,n02107312_7128,191.0,35.0,499.0,399.0,02107312,n02107312_7128,1,n02107312_7128-miniature_pinscher_cr1,308.0,364.0
n02107312_7147,miniature_pinscher,n02107312_7147,4.0,88.0,160.0,358.0,02107312,n02107312_7147,2,n02107312_7147-miniature_pinscher_cr2,156.0,270.0
n02107312_7168,miniature_pinscher,n02107312_7168,226.0,56.0,498.0,317.0,02107312,n02107312_7168,1,n02107312_7168-miniature_pinscher_cr1,272.0,261.0
n02107312_7212,miniature_pinscher,n02107312_7212,90.0,16.0,467.0,374.0,02107312,n02107312_7212,1,n02107312_7212-miniature_pinscher_cr1,377.0,358.0
n02107312_7214,miniature_pinscher,n02107312_7214,0.0,4.0,393.0,333.0,02107312,n02107312_7214,1,n02107312_7214-miniature_pinscher_cr1,393.0,329.0
n02107312_7235,miniature_pinscher,n02107312_7235,105.0,165.0,271.0,390.0,02107312,n02107312_7235,1,n02107312_7235-miniature_pinscher_cr1,166.0,225.0
n02107312_7338,miniature_pinscher,n02107312_7338,107.0,91.0,266.0,498.0,02107312,n02107312_7338,1,n02107312_7338-miniature_pinscher_cr1,159.0,407.0
n02107312_7391,miniature_pinscher,n02107312_7391,61.0,31.0,370.0,374.0,02107312,n02107312_7391,1,n02107312_7391-miniature_pinscher_cr1,309.0,343.0
n02107312_7408,miniature_pinscher,n02107312_7408,35.0,73.0,267.0,498.0,02107312,n02107312_7408,1,n02107312_7408-miniature_pinscher_cr1,232.0,425.0
n02107312_744,miniature_pinscher,n02107312_744,204.0,120.0,332.0,336.0,02107312,n02107312_744,1,n02107312_744-miniature_pinscher_cr1,128.0,216.0
n02107312_7528,miniature_pinscher,n02107312_7528,11.0,45.0,233.0,473.0,02107312,n02107312_7528,1,n02107312_7528-miniature_pinscher_cr1,222.0,428.0
n02107312_7578,miniature_pinscher,n02107312_7578,79.0,32.0,406.0,313.0,02107312,n02107312_7578,1,n02107312_7578-miniature_pinscher_cr1,327.0,281.0
n02107312_759,miniature_pinscher,n02107312_759,181.0,51.0,499.0,330.0,02107312,n02107312_759,1,n02107312_759-miniature_pinscher_cr1,318.0,279.0
n02107312_7677,miniature_pinscher,n02107312_7677,1.0,217.0,373.0,476.0,02107312,n02107312_7677,1,n02107312_7677-miniature_pinscher_cr1,372.0,259.0
n02107312_7703,miniature_pinscher,n02107312_7703,232.0,35.0,425.0,332.0,02107312,n02107312_7703,2,n02107312_7703-miniature_pinscher_cr2,193.0,297.0
n02107312_7717,miniature_pinscher,n02107312_7717,28.0,144.0,440.0,332.0,02107312,n02107312_7717,1,n02107312_7717-miniature_pinscher_cr1,412.0,188.0
n02107312_7725,miniature_pinscher,n02107312_7725,11.0,18.0,407.0,497.0,02107312,n02107312_7725,1,n02107312_7725-miniature_pinscher_cr1,396.0,479.0
n02107312_811,miniature_pinscher,n02107312_811,68.0,93.0,266.0,403.0,02107312,n02107312_811,1,n02107312_811-miniature_pinscher_cr1,198.0,310.0
n02107312_843,miniature_pinscher,n02107312_843,62.0,21.0,470.0,372.0,02107312,n02107312_843,1,n02107312_843-miniature_pinscher_cr1,408.0,351.0
n02107312_854,miniature_pinscher,n02107312_854,63.0,9.0,399.0,352.0,02107312,n02107312_854,1,n02107312_854-miniature_pinscher_cr1,336.0,343.0
n02107312_867,miniature_pinscher,n02107312_867,29.0,9.0,407.0,341.0,02107312,n02107312_867,1,n02107312_867-miniature_pinscher_cr1,378.0,332.0
n02107312_957,miniature_pinscher,n02107312_957,97.0,1.0,350.0,349.0,02107312,n02107312_957,1,n02107312_957-miniature_pinscher_cr1,253.0,348.0
n02107574_1007,Greater_Swiss_Mountain_dog,n02107574_1007,109.0,36.0,374.0,354.0,02107574,n02107574_1007,1,n02107574_1007-Greater_Swiss_Mountain_dog_cr1,265.0,318.0
n02107574_1010,Greater_Swiss_Mountain_dog,n02107574_1010,97.0,125.0,248.0,360.0,02107574,n02107574_1010,1,n02107574_1010-Greater_Swiss_Mountain_dog_cr1,151.0,235.0
n02107574_1019,Greater_Swiss_Mountain_dog,n02107574_1019,23.0,62.0,479.0,374.0,02107574,n02107574_1019,1,n02107574_1019-Greater_Swiss_Mountain_dog_cr1,456.0,312.0
n02107574_1026,Greater_Swiss_Mountain_dog,n02107574_1026,0.0,75.0,173.0,279.0,02107574,n02107574_1026,1,n02107574_1026-Greater_Swiss_Mountain_dog_cr1,173.0,204.0
n02107574_1028,Greater_Swiss_Mountain_dog,n02107574_1028,16.0,65.0,369.0,498.0,02107574,n02107574_1028,1,n02107574_1028-Greater_Swiss_Mountain_dog_cr1,353.0,433.0
n02107574_1032,Greater_Swiss_Mountain_dog,n02107574_1032,0.0,58.0,294.0,510.0,02107574,n02107574_1032,1,n02107574_1032-Greater_Swiss_Mountain_dog_cr1,294.0,452.0
n02107574_1033,Greater_Swiss_Mountain_dog,n02107574_1033,83.0,92.0,231.0,369.0,02107574,n02107574_1033,1,n02107574_1033-Greater_Swiss_Mountain_dog_cr1,148.0,277.0
n02107574_1041,Greater_Swiss_Mountain_dog,n02107574_1041,102.0,100.0,256.0,526.0,02107574,n02107574_1041,1,n02107574_1041-Greater_Swiss_Mountain_dog_cr1,154.0,426.0
n02107574_1051,Greater_Swiss_Mountain_dog,n02107574_1051,162.0,44.0,499.0,332.0,02107574,n02107574_1051,1,n02107574_1051-Greater_Swiss_Mountain_dog_cr1,337.0,288.0
n02107574_1055,Greater_Swiss_Mountain_dog,n02107574_1055,53.0,102.0,282.0,457.0,02107574,n02107574_1055,1,n02107574_1055-Greater_Swiss_Mountain_dog_cr1,229.0,355.0
n02107574_1059,Greater_Swiss_Mountain_dog,n02107574_1059,42.0,43.0,331.0,497.0,02107574,n02107574_1059,1,n02107574_1059-Greater_Swiss_Mountain_dog_cr1,289.0,454.0
n02107574_1077,Greater_Swiss_Mountain_dog,n02107574_1077,183.0,71.0,296.0,294.0,02107574,n02107574_1077,1,n02107574_1077-Greater_Swiss_Mountain_dog_cr1,113.0,223.0
n02107574_1083,Greater_Swiss_Mountain_dog,n02107574_1083,212.0,106.0,404.0,320.0,02107574,n02107574_1083,1,n02107574_1083-Greater_Swiss_Mountain_dog_cr1,192.0,214.0
n02107574_1092,Greater_Swiss_Mountain_dog,n02107574_1092,392.0,170.0,499.0,319.0,02107574,n02107574_1092,1,n02107574_1092-Greater_Swiss_Mountain_dog_cr1,107.0,149.0
n02107574_1097,Greater_Swiss_Mountain_dog,n02107574_1097,176.0,74.0,264.0,242.0,02107574,n02107574_1097,1,n02107574_1097-Greater_Swiss_Mountain_dog_cr1,88.0,168.0
n02107574_1101,Greater_Swiss_Mountain_dog,n02107574_1101,93.0,118.0,310.0,332.0,02107574,n02107574_1101,1,n02107574_1101-Greater_Swiss_Mountain_dog_cr1,217.0,214.0
n02107574_1118,Greater_Swiss_Mountain_dog,n02107574_1118,176.0,83.0,359.0,167.0,02107574,n02107574_1118,1,n02107574_1118-Greater_Swiss_Mountain_dog_cr1,183.0,84.0
n02107574_1126,Greater_Swiss_Mountain_dog,n02107574_1126,0.0,95.0,331.0,497.0,02107574,n02107574_1126,1,n02107574_1126-Greater_Swiss_Mountain_dog_cr1,331.0,402.0
n02107574_1132,Greater_Swiss_Mountain_dog,n02107574_1132,15.0,2.0,373.0,457.0,02107574,n02107574_1132,1,n02107574_1132-Greater_Swiss_Mountain_dog_cr1,358.0,455.0
n02107574_1174,Greater_Swiss_Mountain_dog,n02107574_1174,51.0,49.0,276.0,470.0,02107574,n02107574_1174,1,n02107574_1174-Greater_Swiss_Mountain_dog_cr1,225.0,421.0
n02107574_1180,Greater_Swiss_Mountain_dog,n02107574_1180,1.0,4.0,483.0,332.0,02107574,n02107574_1180,1,n02107574_1180-Greater_Swiss_Mountain_dog_cr1,482.0,328.0
n02107574_1214,Greater_Swiss_Mountain_dog,n02107574_1214,63.0,60.0,286.0,503.0,02107574,n02107574_1214,1,n02107574_1214-Greater_Swiss_Mountain_dog_cr1,223.0,443.0
n02107574_1246,Greater_Swiss_Mountain_dog,n02107574_1246,109.0,148.0,278.0,374.0,02107574,n02107574_1246,1,n02107574_1246-Greater_Swiss_Mountain_dog_cr1,169.0,226.0
n02107574_1249,Greater_Swiss_Mountain_dog,n02107574_1249,118.0,223.0,198.0,372.0,02107574,n02107574_1249,1,n02107574_1249-Greater_Swiss_Mountain_dog_cr1,80.0,149.0
n02107574_1261,Greater_Swiss_Mountain_dog,n02107574_1261,0.0,56.0,499.0,348.0,02107574,n02107574_1261,1,n02107574_1261-Greater_Swiss_Mountain_dog_cr1,499.0,292.0
n02107574_1315,Greater_Swiss_Mountain_dog,n02107574_1315,148.0,188.0,499.0,374.0,02107574,n02107574_1315,1,n02107574_1315-Greater_Swiss_Mountain_dog_cr1,351.0,186.0
n02107574_1387,Greater_Swiss_Mountain_dog,n02107574_1387,0.0,14.0,452.0,332.0,02107574,n02107574_1387,1,n02107574_1387-Greater_Swiss_Mountain_dog_cr1,452.0,318.0
n02107574_1390,Greater_Swiss_Mountain_dog,n02107574_1390,179.0,0.0,313.0,328.0,02107574,n02107574_1390,1,n02107574_1390-Greater_Swiss_Mountain_dog_cr1,134.0,328.0
n02107574_140,Greater_Swiss_Mountain_dog,n02107574_140,42.0,47.0,331.0,498.0,02107574,n02107574_140,1,n02107574_140-Greater_Swiss_Mountain_dog_cr1,289.0,451.0
n02107574_1415,Greater_Swiss_Mountain_dog,n02107574_1415,11.0,4.0,357.0,374.0,02107574,n02107574_1415,1,n02107574_1415-Greater_Swiss_Mountain_dog_cr1,346.0,370.0
n02107574_1426,Greater_Swiss_Mountain_dog,n02107574_1426,76.0,213.0,310.0,478.0,02107574,n02107574_1426,1,n02107574_1426-Greater_Swiss_Mountain_dog_cr1,234.0,265.0
n02107574_1437,Greater_Swiss_Mountain_dog,n02107574_1437,95.0,125.0,365.0,480.0,02107574,n02107574_1437,1,n02107574_1437-Greater_Swiss_Mountain_dog_cr1,270.0,355.0
n02107574_1441,Greater_Swiss_Mountain_dog,n02107574_1441,0.0,54.0,444.0,274.0,02107574,n02107574_1441,1,n02107574_1441-Greater_Swiss_Mountain_dog_cr1,444.0,220.0
n02107574_1459,Greater_Swiss_Mountain_dog,n02107574_1459,162.0,112.0,305.0,371.0,02107574,n02107574_1459,1,n02107574_1459-Greater_Swiss_Mountain_dog_cr1,143.0,259.0
n02107574_1467,Greater_Swiss_Mountain_dog,n02107574_1467,71.0,5.0,255.0,379.0,02107574,n02107574_1467,1,n02107574_1467-Greater_Swiss_Mountain_dog_cr1,184.0,374.0
n02107574_1472,Greater_Swiss_Mountain_dog,n02107574_1472,0.0,13.0,246.0,462.0,02107574,n02107574_1472,1,n02107574_1472-Greater_Swiss_Mountain_dog_cr1,246.0,449.0
n02107574_1491,Greater_Swiss_Mountain_dog,n02107574_1491,106.0,77.0,303.0,337.0,02107574,n02107574_1491,1,n02107574_1491-Greater_Swiss_Mountain_dog_cr1,197.0,260.0
n02107574_1494,Greater_Swiss_Mountain_dog,n02107574_1494,123.0,296.0,312.0,498.0,02107574,n02107574_1494,1,n02107574_1494-Greater_Swiss_Mountain_dog_cr1,189.0,202.0
n02107574_1499,Greater_Swiss_Mountain_dog,n02107574_1499,0.0,107.0,364.0,374.0,02107574,n02107574_1499,1,n02107574_1499-Greater_Swiss_Mountain_dog_cr1,364.0,267.0
n02107574_15,Greater_Swiss_Mountain_dog,n02107574_15,87.0,150.0,340.0,453.0,02107574,n02107574_15,1,n02107574_15-Greater_Swiss_Mountain_dog_cr1,253.0,303.0
n02107574_1531,Greater_Swiss_Mountain_dog,n02107574_1531,108.0,378.0,274.0,498.0,02107574,n02107574_1531,1,n02107574_1531-Greater_Swiss_Mountain_dog_cr1,166.0,120.0
n02107574_1569,Greater_Swiss_Mountain_dog,n02107574_1569,0.0,31.0,486.0,498.0,02107574,n02107574_1569,1,n02107574_1569-Greater_Swiss_Mountain_dog_cr1,486.0,467.0
n02107574_1597,Greater_Swiss_Mountain_dog,n02107574_1597,0.0,10.0,499.0,398.0,02107574,n02107574_1597,1,n02107574_1597-Greater_Swiss_Mountain_dog_cr1,499.0,388.0
n02107574_1661,Greater_Swiss_Mountain_dog,n02107574_1661,135.0,65.0,385.0,287.0,02107574,n02107574_1661,1,n02107574_1661-Greater_Swiss_Mountain_dog_cr1,250.0,222.0
n02107574_1669,Greater_Swiss_Mountain_dog,n02107574_1669,76.0,200.0,328.0,425.0,02107574,n02107574_1669,1,n02107574_1669-Greater_Swiss_Mountain_dog_cr1,252.0,225.0
n02107574_169,Greater_Swiss_Mountain_dog,n02107574_169,57.0,24.0,361.0,332.0,02107574,n02107574_169,1,n02107574_169-Greater_Swiss_Mountain_dog_cr1,304.0,308.0
n02107574_1706,Greater_Swiss_Mountain_dog,n02107574_1706,0.0,4.0,483.0,331.0,02107574,n02107574_1706,1,n02107574_1706-Greater_Swiss_Mountain_dog_cr1,483.0,327.0
n02107574_173,Greater_Swiss_Mountain_dog,n02107574_173,86.0,0.0,408.0,230.0,02107574,n02107574_173,1,n02107574_173-Greater_Swiss_Mountain_dog_cr1,322.0,230.0
n02107574_1817,Greater_Swiss_Mountain_dog,n02107574_1817,161.0,83.0,387.0,264.0,02107574,n02107574_1817,1,n02107574_1817-Greater_Swiss_Mountain_dog_cr1,226.0,181.0
n02107574_1825,Greater_Swiss_Mountain_dog,n02107574_1825,134.0,243.0,285.0,490.0,02107574,n02107574_1825,1,n02107574_1825-Greater_Swiss_Mountain_dog_cr1,151.0,247.0
n02107574_1866,Greater_Swiss_Mountain_dog,n02107574_1866,231.0,140.0,464.0,323.0,02107574,n02107574_1866,1,n02107574_1866-Greater_Swiss_Mountain_dog_cr1,233.0,183.0
n02107574_1871,Greater_Swiss_Mountain_dog,n02107574_1871,196.0,0.0,323.0,338.0,02107574,n02107574_1871,1,n02107574_1871-Greater_Swiss_Mountain_dog_cr1,127.0,338.0
n02107574_1920,Greater_Swiss_Mountain_dog,n02107574_1920,46.0,39.0,499.0,333.0,02107574,n02107574_1920,1,n02107574_1920-Greater_Swiss_Mountain_dog_cr1,453.0,294.0
n02107574_1927,Greater_Swiss_Mountain_dog,n02107574_1927,0.0,14.0,199.0,279.0,02107574,n02107574_1927,1,n02107574_1927-Greater_Swiss_Mountain_dog_cr1,199.0,265.0
n02107574_1952,Greater_Swiss_Mountain_dog,n02107574_1952,269.0,27.0,437.0,294.0,02107574,n02107574_1952,1,n02107574_1952-Greater_Swiss_Mountain_dog_cr1,168.0,267.0
n02107574_1953,Greater_Swiss_Mountain_dog,n02107574_1953,27.0,148.0,226.0,390.0,02107574,n02107574_1953,1,n02107574_1953-Greater_Swiss_Mountain_dog_cr1,199.0,242.0
n02107574_1954,Greater_Swiss_Mountain_dog,n02107574_1954,122.0,208.0,292.0,374.0,02107574,n02107574_1954,2,n02107574_1954-Greater_Swiss_Mountain_dog_cr2,170.0,166.0
n02107574_1968,Greater_Swiss_Mountain_dog,n02107574_1968,63.0,43.0,330.0,498.0,02107574,n02107574_1968,1,n02107574_1968-Greater_Swiss_Mountain_dog_cr1,267.0,455.0
n02107574_2005,Greater_Swiss_Mountain_dog,n02107574_2005,20.0,11.0,331.0,498.0,02107574,n02107574_2005,1,n02107574_2005-Greater_Swiss_Mountain_dog_cr1,311.0,487.0
n02107574_2033,Greater_Swiss_Mountain_dog,n02107574_2033,106.0,85.0,339.0,399.0,02107574,n02107574_2033,1,n02107574_2033-Greater_Swiss_Mountain_dog_cr1,233.0,314.0
n02107574_2065,Greater_Swiss_Mountain_dog,n02107574_2065,60.0,0.0,499.0,301.0,02107574,n02107574_2065,1,n02107574_2065-Greater_Swiss_Mountain_dog_cr1,439.0,301.0
n02107574_2066,Greater_Swiss_Mountain_dog,n02107574_2066,259.0,181.0,384.0,374.0,02107574,n02107574_2066,1,n02107574_2066-Greater_Swiss_Mountain_dog_cr1,125.0,193.0
n02107574_2086,Greater_Swiss_Mountain_dog,n02107574_2086,92.0,120.0,288.0,471.0,02107574,n02107574_2086,1,n02107574_2086-Greater_Swiss_Mountain_dog_cr1,196.0,351.0
n02107574_2100,Greater_Swiss_Mountain_dog,n02107574_2100,0.0,70.0,331.0,432.0,02107574,n02107574_2100,1,n02107574_2100-Greater_Swiss_Mountain_dog_cr1,331.0,362.0
n02107574_215,Greater_Swiss_Mountain_dog,n02107574_215,40.0,95.0,331.0,498.0,02107574,n02107574_215,1,n02107574_215-Greater_Swiss_Mountain_dog_cr1,291.0,403.0
n02107574_2164,Greater_Swiss_Mountain_dog,n02107574_2164,121.0,130.0,415.0,498.0,02107574,n02107574_2164,1,n02107574_2164-Greater_Swiss_Mountain_dog_cr1,294.0,368.0
n02107574_2191,Greater_Swiss_Mountain_dog,n02107574_2191,0.0,172.0,417.0,373.0,02107574,n02107574_2191,1,n02107574_2191-Greater_Swiss_Mountain_dog_cr1,417.0,201.0
n02107574_2222,Greater_Swiss_Mountain_dog,n02107574_2222,58.0,61.0,406.0,374.0,02107574,n02107574_2222,1,n02107574_2222-Greater_Swiss_Mountain_dog_cr1,348.0,313.0
n02107574_225,Greater_Swiss_Mountain_dog,n02107574_225,110.0,213.0,373.0,498.0,02107574,n02107574_225,1,n02107574_225-Greater_Swiss_Mountain_dog_cr1,263.0,285.0
n02107574_2259,Greater_Swiss_Mountain_dog,n02107574_2259,8.0,103.0,227.0,332.0,02107574,n02107574_2259,1,n02107574_2259-Greater_Swiss_Mountain_dog_cr1,219.0,229.0
n02107574_2276,Greater_Swiss_Mountain_dog,n02107574_2276,0.0,185.0,265.0,411.0,02107574,n02107574_2276,2,n02107574_2276-Greater_Swiss_Mountain_dog_cr2,265.0,226.0
n02107574_2283,Greater_Swiss_Mountain_dog,n02107574_2283,91.0,73.0,239.0,436.0,02107574,n02107574_2283,1,n02107574_2283-Greater_Swiss_Mountain_dog_cr1,148.0,363.0
n02107574_2290,Greater_Swiss_Mountain_dog,n02107574_2290,62.0,146.0,248.0,433.0,02107574,n02107574_2290,1,n02107574_2290-Greater_Swiss_Mountain_dog_cr1,186.0,287.0
n02107574_2325,Greater_Swiss_Mountain_dog,n02107574_2325,64.0,25.0,427.0,332.0,02107574,n02107574_2325,1,n02107574_2325-Greater_Swiss_Mountain_dog_cr1,363.0,307.0
n02107574_2335,Greater_Swiss_Mountain_dog,n02107574_2335,36.0,96.0,320.0,331.0,02107574,n02107574_2335,1,n02107574_2335-Greater_Swiss_Mountain_dog_cr1,284.0,235.0
n02107574_2339,Greater_Swiss_Mountain_dog,n02107574_2339,210.0,152.0,431.0,374.0,02107574,n02107574_2339,1,n02107574_2339-Greater_Swiss_Mountain_dog_cr1,221.0,222.0
n02107574_2352,Greater_Swiss_Mountain_dog,n02107574_2352,265.0,151.0,355.0,311.0,02107574,n02107574_2352,3,n02107574_2352-Greater_Swiss_Mountain_dog_cr3,90.0,160.0
n02107574_2356,Greater_Swiss_Mountain_dog,n02107574_2356,32.0,31.0,499.0,286.0,02107574,n02107574_2356,1,n02107574_2356-Greater_Swiss_Mountain_dog_cr1,467.0,255.0
n02107574_2361,Greater_Swiss_Mountain_dog,n02107574_2361,0.0,90.0,191.0,491.0,02107574,n02107574_2361,1,n02107574_2361-Greater_Swiss_Mountain_dog_cr1,191.0,401.0
n02107574_2370,Greater_Swiss_Mountain_dog,n02107574_2370,196.0,15.0,312.0,347.0,02107574,n02107574_2370,1,n02107574_2370-Greater_Swiss_Mountain_dog_cr1,116.0,332.0
n02107574_2377,Greater_Swiss_Mountain_dog,n02107574_2377,1.0,66.0,332.0,356.0,02107574,n02107574_2377,2,n02107574_2377-Greater_Swiss_Mountain_dog_cr2,331.0,290.0
n02107574_2383,Greater_Swiss_Mountain_dog,n02107574_2383,90.0,58.0,243.0,224.0,02107574,n02107574_2383,1,n02107574_2383-Greater_Swiss_Mountain_dog_cr1,153.0,166.0
n02107574_2386,Greater_Swiss_Mountain_dog,n02107574_2386,211.0,107.0,316.0,324.0,02107574,n02107574_2386,1,n02107574_2386-Greater_Swiss_Mountain_dog_cr1,105.0,217.0
n02107574_2436,Greater_Swiss_Mountain_dog,n02107574_2436,141.0,74.0,499.0,374.0,02107574,n02107574_2436,1,n02107574_2436-Greater_Swiss_Mountain_dog_cr1,358.0,300.0
n02107574_2474,Greater_Swiss_Mountain_dog,n02107574_2474,1.0,72.0,322.0,498.0,02107574,n02107574_2474,1,n02107574_2474-Greater_Swiss_Mountain_dog_cr1,321.0,426.0
n02107574_2477,Greater_Swiss_Mountain_dog,n02107574_2477,0.0,20.0,495.0,332.0,02107574,n02107574_2477,1,n02107574_2477-Greater_Swiss_Mountain_dog_cr1,495.0,312.0
n02107574_2523,Greater_Swiss_Mountain_dog,n02107574_2523,130.0,124.0,499.0,299.0,02107574,n02107574_2523,1,n02107574_2523-Greater_Swiss_Mountain_dog_cr1,369.0,175.0
n02107574_2527,Greater_Swiss_Mountain_dog,n02107574_2527,341.0,95.0,373.0,205.0,02107574,n02107574_2527,4,n02107574_2527-Greater_Swiss_Mountain_dog_cr4,32.0,110.0
n02107574_2574,Greater_Swiss_Mountain_dog,n02107574_2574,147.0,82.0,306.0,314.0,02107574,n02107574_2574,1,n02107574_2574-Greater_Swiss_Mountain_dog_cr1,159.0,232.0
n02107574_2577,Greater_Swiss_Mountain_dog,n02107574_2577,5.0,220.0,257.0,498.0,02107574,n02107574_2577,1,n02107574_2577-Greater_Swiss_Mountain_dog_cr1,252.0,278.0
n02107574_2579,Greater_Swiss_Mountain_dog,n02107574_2579,67.0,53.0,260.0,498.0,02107574,n02107574_2579,1,n02107574_2579-Greater_Swiss_Mountain_dog_cr1,193.0,445.0
n02107574_2582,Greater_Swiss_Mountain_dog,n02107574_2582,45.0,195.0,952.0,1339.0,02107574,n02107574_2582,1,n02107574_2582-Greater_Swiss_Mountain_dog_cr1,907.0,1144.0
n02107574_261,Greater_Swiss_Mountain_dog,n02107574_261,0.0,29.0,499.0,332.0,02107574,n02107574_261,1,n02107574_261-Greater_Swiss_Mountain_dog_cr1,499.0,303.0
n02107574_2633,Greater_Swiss_Mountain_dog,n02107574_2633,11.0,60.0,331.0,498.0,02107574,n02107574_2633,1,n02107574_2633-Greater_Swiss_Mountain_dog_cr1,320.0,438.0
n02107574_2650,Greater_Swiss_Mountain_dog,n02107574_2650,155.0,230.0,272.0,417.0,02107574,n02107574_2650,1,n02107574_2650-Greater_Swiss_Mountain_dog_cr1,117.0,187.0
n02107574_2651,Greater_Swiss_Mountain_dog,n02107574_2651,58.0,75.0,331.0,463.0,02107574,n02107574_2651,1,n02107574_2651-Greater_Swiss_Mountain_dog_cr1,273.0,388.0
n02107574_266,Greater_Swiss_Mountain_dog,n02107574_266,76.0,43.0,315.0,457.0,02107574,n02107574_266,1,n02107574_266-Greater_Swiss_Mountain_dog_cr1,239.0,414.0
n02107574_2662,Greater_Swiss_Mountain_dog,n02107574_2662,67.0,0.0,331.0,476.0,02107574,n02107574_2662,1,n02107574_2662-Greater_Swiss_Mountain_dog_cr1,264.0,476.0
n02107574_2665,Greater_Swiss_Mountain_dog,n02107574_2665,95.0,160.0,251.0,477.0,02107574,n02107574_2665,1,n02107574_2665-Greater_Swiss_Mountain_dog_cr1,156.0,317.0
n02107574_267,Greater_Swiss_Mountain_dog,n02107574_267,7.0,10.0,190.0,180.0,02107574,n02107574_267,1,n02107574_267-Greater_Swiss_Mountain_dog_cr1,183.0,170.0
n02107574_2724,Greater_Swiss_Mountain_dog,n02107574_2724,71.0,251.0,331.0,498.0,02107574,n02107574_2724,2,n02107574_2724-Greater_Swiss_Mountain_dog_cr2,260.0,247.0
n02107574_2727,Greater_Swiss_Mountain_dog,n02107574_2727,65.0,226.0,258.0,498.0,02107574,n02107574_2727,1,n02107574_2727-Greater_Swiss_Mountain_dog_cr1,193.0,272.0
n02107574_2773,Greater_Swiss_Mountain_dog,n02107574_2773,72.0,1.0,499.0,336.0,02107574,n02107574_2773,1,n02107574_2773-Greater_Swiss_Mountain_dog_cr1,427.0,335.0
n02107574_2795,Greater_Swiss_Mountain_dog,n02107574_2795,76.0,1.0,499.0,355.0,02107574,n02107574_2795,1,n02107574_2795-Greater_Swiss_Mountain_dog_cr1,423.0,354.0
n02107574_2806,Greater_Swiss_Mountain_dog,n02107574_2806,52.0,25.0,321.0,320.0,02107574,n02107574_2806,1,n02107574_2806-Greater_Swiss_Mountain_dog_cr1,269.0,295.0
n02107574_2905,Greater_Swiss_Mountain_dog,n02107574_2905,91.0,263.0,164.0,437.0,02107574,n02107574_2905,1,n02107574_2905-Greater_Swiss_Mountain_dog_cr1,73.0,174.0
